epoch,best_total_time,best_total_travel_time,best_total_care_time,best_assigned_clients,best_unassigned_clients
119,3866.486202468922,116.48620246892176,3750.0,38,62
120,3862.1548162586637,112.15481625866376,3750.0,38,62
121,3862.1548162586637,112.15481625866376,3750.0,38,62
122,3862.1548162586637,112.15481625866376,3750.0,38,62
123,3829.017800784172,109.01780078417177,3720.0,38,62
124,3829.017800784172,109.01780078417177,3720.0,38,62
125,3829.017800784172,109.01780078417177,3720.0,38,62
126,3829.017800784172,109.01780078417177,3720.0,38,62
127,3829.017800784172,109.01780078417177,3720.0,38,62
128,3829.017800784172,109.01780078417177,3720.0,38,62
129,3829.017800784172,109.01780078417177,3720.0,38,62
130,3829.017800784172,109.01780078417177,3720.0,38,62
131,3829.017800784172,109.01780078417177,3720.0,38,62
132,3829.017800784172,109.01780078417177,3720.0,38,62
133,3829.017800784172,109.01780078417177,3720.0,38,62
134,3829.017800784172,109.01780078417177,3720.0,38,62
135,3829.017800784172,109.01780078417177,3720.0,38,62
136,3827.3160606030992,107.31606060309939,3720.0,38,62
137,3827.3160606030992,107.31606060309939,3720.0,38,62
138,3827.3160606030992,107.31606060309939,3720.0,38,62
139,3827.3160606030992,107.31606060309939,3720.0,38,62
140,3827.3160606030992,107.31606060309939,3720.0,38,62
141,3825.300959058139,105.30095905813933,3720.0,38,62
142,3793.2210125838646,103.22101258386458,3690.0,38,62
143,3793.2210125838646,103.22101258386458,3690.0,38,62
144,3793.2210125838646,103.22101258386458,3690.0,38,62
145,3793.2210125838646,103.22101258386458,3690.0,38,62
146,3793.2210125838646,103.22101258386458,3690.0,38,62
147,3790.3253480432627,100.32534804326247,3690.0,38,62
148,3790.3253480432627,100.32534804326247,3690.0,38,62
149,3786.0040335559042,96.00403355590396,3690.0,38,62
150,3786.0040335559042,96.00403355590396,3690.0,38,62
151,3786.0040335559042,96.00403355590396,3690.0,38,62
152,3785.2996291857016,95.29962918570182,3690.0,38,62
153,3785.2996291857016,95.29962918570182,3690.0,38,62
154,3785.2996291857016,95.29962918570182,3690.0,38,62
155,3785.2996291857016,95.29962918570182,3690.0,38,62
156,3754.5831399236804,94.58313992368025,3660.0,38,62
157,3754.5831399236804,94.58313992368025,3660.0,38,62
158,3754.5831399236804,94.58313992368025,3660.0,38,62
159,3754.5831399236804,94.58313992368025,3660.0,38,62
160,3754.5345699488457,94.53456994884567,3660.0,38,62
161,3784.0718030260327,94.07180302603271,3690.0,38,62
162,3784.0718030260327,94.07180302603271,3690.0,38,62
163,3784.0718030260327,94.07180302603271,3690.0,38,62
164,3784.0718030260327,94.07180302603271,3690.0,38,62
165,3783.302579709529,93.30257970952879,3690.0,38,62
166,3783.302579709529,93.30257970952879,3690.0,38,62
167,3783.302579709529,93.30257970952879,3690.0,38,62
168,3783.302579709529,93.30257970952879,3690.0,38,62
169,3783.302579709529,93.30257970952879,3690.0,38,62
170,3783.302579709529,93.30257970952879,3690.0,38,62
171,3783.302579709529,93.30257970952879,3690.0,38,62
172,3782.6804781535748,92.68047815357481,3690.0,38,62
173,3782.6804781535748,92.68047815357481,3690.0,38,62
174,3782.6804781535748,92.68047815357481,3690.0,38,62
175,3782.6804781535748,92.68047815357481,3690.0,38,62
176,3782.6804781535748,92.68047815357481,3690.0,38,62
177,3782.6804781535748,92.68047815357481,3690.0,38,62
178,3782.6804781535748,92.68047815357481,3690.0,38,62
179,3782.6804781535748,92.68047815357481,3690.0,38,62
180,3782.6804781535748,92.68047815357481,3690.0,38,62
181,3782.6804781535748,92.68047815357481,3690.0,38,62
182,3812.457788938901,92.45778893890126,3720.0,38,62
183,3842.0410553658503,92.04105536585045,3750.0,38,62
184,3842.0410553658503,92.04105536585045,3750.0,38,62
185,3841.631604818353,91.63160481835317,3750.0,38,62
186,3841.631604818353,91.63160481835317,3750.0,38,62
187,3811.3948953544855,91.3948953544854,3720.0,38,62
188,3811.3948953544855,91.3948953544854,3720.0,38,62
189,3811.3948953544855,91.3948953544854,3720.0,38,62
190,3811.3948953544855,91.3948953544854,3720.0,38,62
191,3811.3948953544855,91.3948953544854,3720.0,38,62
192,3811.3948953544855,91.3948953544854,3720.0,38,62
193,3750.4925425954143,90.4925425954141,3660.0,38,62
194,3750.4925425954143,90.4925425954141,3660.0,38,62
195,3750.4925425954143,90.4925425954141,3660.0,38,62
196,3750.4925425954143,90.4925425954141,3660.0,38,62
197,3750.4925425954143,90.4925425954141,3660.0,38,62
198,3719.0769882775653,89.07698827756508,3630.0,38,62
199,3719.0769882775653,89.07698827756508,3630.0,38,62
200,3719.0769882775653,89.07698827756508,3630.0,38,62
201,3719.0769882775653,89.07698827756508,3630.0,38,62
202,3719.0769882775653,89.07698827756508,3630.0,38,62
203,3716.090001734844,86.09000173484388,3630.0,38,62
204,3716.090001734844,86.09000173484388,3630.0,38,62
205,3716.090001734844,86.09000173484388,3630.0,38,62
206,3716.090001734844,86.09000173484388,3630.0,38,62
207,3716.090001734844,86.09000173484388,3630.0,38,62
208,3716.090001734844,86.09000173484388,3630.0,38,62
209,3716.003783875129,86.00378387512903,3630.0,38,62
210,3715.8673125201703,85.86731252017032,3630.0,38,62
211,3715.8673125201703,85.86731252017032,3630.0,38,62
212,3715.8673125201703,85.86731252017032,3630.0,38,62
213,3715.8673125201703,85.86731252017032,3630.0,38,62
214,3715.5906906401697,85.59069064016985,3630.0,38,62
215,3715.5906906401697,85.59069064016985,3630.0,38,62
216,3715.5906906401697,85.59069064016985,3630.0,38,62
217,3715.5906906401697,85.59069064016985,3630.0,38,62
218,3715.5906906401697,85.59069064016985,3630.0,38,62
219,3715.403899555916,85.40389955591598,3630.0,38,62
220,3715.403899555916,85.40389955591598,3630.0,38,62
221,3715.403899555916,85.40389955591598,3630.0,38,62
222,3715.403899555916,85.40389955591598,3630.0,38,62
223,3715.403899555916,85.40389955591598,3630.0,38,62
224,3745.0569356536485,85.05693565364838,3660.0,38,62
225,3744.6086132733776,84.60861327337741,3660.0,38,62
226,3744.6086132733776,84.60861327337741,3660.0,38,62
227,3744.6086132733776,84.60861327337741,3660.0,38,62
228,3744.6086132733776,84.60861327337741,3660.0,38,62
229,3744.6086132733776,84.60861327337741,3660.0,38,62
230,3744.6086132733776,84.60861327337741,3660.0,38,62
231,3744.6086132733776,84.60861327337741,3660.0,38,62
232,3744.6086132733776,84.60861327337741,3660.0,38,62
233,3743.3484119133022,83.34841191330233,3660.0,38,62
234,3771.2539839314604,81.25398393146061,3690.0,38,62
235,3771.2539839314604,81.25398393146061,3690.0,38,62
236,3771.2539839314604,81.25398393146061,3690.0,38,62
237,3770.6090408196587,80.60904081965856,3690.0,38,62
238,3770.6090408196587,80.60904081965856,3690.0,38,62
239,3770.6090408196587,80.60904081965856,3690.0,38,62
240,3770.6090408196587,80.60904081965856,3690.0,38,62
241,3770.6090408196587,80.60904081965856,3690.0,38,62
242,3770.6090408196587,80.60904081965856,3690.0,38,62
243,3770.6090408196587,80.60904081965856,3690.0,38,62
244,3770.6090408196587,80.60904081965856,3690.0,38,62
245,3769.851875292761,79.85187529276112,3690.0,38,62
246,3769.851875292761,79.85187529276112,3690.0,38,62
247,3769.851875292761,79.85187529276112,3690.0,38,62
248,3769.851875292761,79.85187529276112,3690.0,38,62
249,3768.1489663330294,78.14896633302928,3690.0,38,62
250,3768.1489663330294,78.14896633302928,3690.0,38,62
251,3768.1489663330294,78.14896633302928,3690.0,38,62
252,3768.1489663330294,78.14896633302928,3690.0,38,62
253,3768.1489663330294,78.14896633302928,3690.0,38,62
254,3768.1489663330294,78.14896633302928,3690.0,38,62
255,3766.5048179933715,76.50481799337159,3690.0,38,62
256,3766.5048179933715,76.50481799337159,3690.0,38,62
257,3766.5048179933715,76.50481799337159,3690.0,38,62
258,3766.5048179933715,76.50481799337159,3690.0,38,62
259,3765.3518818443654,75.35188184436514,3690.0,38,62
260,3765.350950309025,75.35095030902474,3690.0,38,62
261,3765.350950309025,75.35095030902474,3690.0,38,62
262,3765.350950309025,75.35095030902474,3690.0,38,62
263,3765.350950309025,75.35095030902474,3690.0,38,62
264,3765.350950309025,75.35095030902474,3690.0,38,62
265,3765.350950309025,75.35095030902474,3690.0,38,62
266,3763.609194804459,73.60919480445891,3690.0,38,62
267,3763.609194804459,73.60919480445891,3690.0,38,62
268,3763.609194804459,73.60919480445891,3690.0,38,62
269,3763.609194804459,73.60919480445891,3690.0,38,62
270,3763.609194804459,73.60919480445891,3690.0,38,62
271,3763.609194804459,73.60919480445891,3690.0,38,62
272,3763.609194804459,73.60919480445891,3690.0,38,62
273,3763.609194804459,73.60919480445891,3690.0,38,62
274,3763.609194804459,73.60919480445891,3690.0,38,62
275,3763.609194804459,73.60919480445891,3690.0,38,62
276,3763.609194804459,73.60919480445891,3690.0,38,62
277,3763.609194804459,73.60919480445891,3690.0,38,62
278,3763.609194804459,73.60919480445891,3690.0,38,62
279,3763.609194804459,73.60919480445891,3690.0,38,62
280,3763.609194804459,73.60919480445891,3690.0,38,62
281,3763.609194804459,73.60919480445891,3690.0,38,62
282,3763.609194804459,73.60919480445891,3690.0,38,62
283,3763.609194804459,73.60919480445891,3690.0,38,62
284,3763.609194804459,73.60919480445891,3690.0,38,62
285,3762.8656979724406,72.8656979724407,3690.0,38,62
286,3762.8656979724406,72.8656979724407,3690.0,38,62
287,3759.5594325179627,69.55943251796292,3690.0,38,62
288,3759.5594325179627,69.55943251796292,3690.0,38,62
289,3759.5594325179627,69.55943251796292,3690.0,38,62
290,3759.5594325179627,69.55943251796292,3690.0,38,62
291,3759.5594325179627,69.55943251796292,3690.0,38,62
292,3759.379381530512,69.37938153051225,3690.0,38,62
293,3759.379381530512,69.37938153051225,3690.0,38,62
294,3759.379381530512,69.37938153051225,3690.0,38,62
295,3759.379381530512,69.37938153051225,3690.0,38,62
296,3757.1263331381515,67.12633313815164,3690.0,38,62
297,3757.1263331381515,67.12633313815164,3690.0,38,62
298,3757.1263331381515,67.12633313815164,3690.0,38,62
299,3757.0470602579394,67.04706025793948,3690.0,38,62
300,3757.0470602579394,67.04706025793948,3690.0,38,62
301,3757.0470602579394,67.04706025793948,3690.0,38,62
302,3755.8518569126845,65.85185691268467,3690.0,38,62
303,3755.8518569126845,65.85185691268467,3690.0,38,62
304,3755.8518569126845,65.85185691268467,3690.0,38,62
305,3755.8518569126845,65.85185691268467,3690.0,38,62
306,3755.8518569126845,65.85185691268467,3690.0,38,62
307,3755.8518569126845,65.85185691268467,3690.0,38,62
308,3755.8518569126845,65.85185691268467,3690.0,38,62
309,3755.8518569126845,65.85185691268467,3690.0,38,62
310,3755.8518569126845,65.85185691268467,3690.0,38,62
311,3755.8518569126845,65.85185691268467,3690.0,38,62
312,3755.8518569126845,65.85185691268467,3690.0,38,62
313,3755.8518569126845,65.85185691268467,3690.0,38,62
314,3755.8518569126845,65.85185691268467,3690.0,38,62
315,3755.8518569126845,65.85185691268467,3690.0,38,62
316,3755.8518569126845,65.85185691268467,3690.0,38,62
317,3755.8518569126845,65.85185691268467,3690.0,38,62
318,3755.8518569126845,65.85185691268467,3690.0,38,62
319,3755.8518569126845,65.85185691268467,3690.0,38,62
320,3755.8518569126845,65.85185691268467,3690.0,38,62
321,3755.8518569126845,65.85185691268467,3690.0,38,62
322,3755.4119786424167,65.41197864241663,3690.0,38,62
323,3755.4119786424167,65.41197864241663,3690.0,38,62
324,3755.4119786424167,65.41197864241663,3690.0,38,62
325,3755.4119786424167,65.41197864241663,3690.0,38,62
326,3755.4119786424167,65.41197864241663,3690.0,38,62
327,3755.4119786424167,65.41197864241663,3690.0,38,62
328,3755.4119786424167,65.41197864241663,3690.0,38,62
329,3755.4119786424167,65.41197864241663,3690.0,38,62
330,3755.4119786424167,65.41197864241663,3690.0,38,62
331,3755.4119786424167,65.41197864241663,3690.0,38,62
332,3755.4119786424167,65.41197864241663,3690.0,38,62
333,3755.4119786424167,65.41197864241663,3690.0,38,62
334,3755.4119786424167,65.41197864241663,3690.0,38,62
335,3755.4119786424167,65.41197864241663,3690.0,38,62
336,3755.4119786424167,65.41197864241663,3690.0,38,62
337,3755.4119786424167,65.41197864241663,3690.0,38,62
338,3755.4119786424167,65.41197864241663,3690.0,38,62
339,3755.4119786424167,65.41197864241663,3690.0,38,62
340,3755.4119786424167,65.41197864241663,3690.0,38,62
341,3755.4119786424167,65.41197864241663,3690.0,38,62
342,3755.4119786424167,65.41197864241663,3690.0,38,62
343,3755.4119786424167,65.41197864241663,3690.0,38,62
344,3755.4119786424167,65.41197864241663,3690.0,38,62
345,3755.216022596808,65.21602259680824,3690.0,38,62
346,3755.216022596808,65.21602259680824,3690.0,38,62
347,3755.216022596808,65.21602259680824,3690.0,38,62
348,3754.928298252788,64.92829825278794,3690.0,38,62
349,3754.928298252788,64.92829825278794,3690.0,38,62
350,3754.928298252788,64.92829825278794,3690.0,38,62
351,3754.928298252788,64.92829825278794,3690.0,38,62
352,3754.928298252788,64.92829825278794,3690.0,38,62
353,3754.928298252788,64.92829825278794,3690.0,38,62
354,3754.928298252788,64.92829825278794,3690.0,38,62
355,3754.928298252788,64.92829825278794,3690.0,38,62
356,3754.928298252788,64.92829825278794,3690.0,38,62
357,3754.928298252788,64.92829825278794,3690.0,38,62
358,3754.928298252788,64.92829825278794,3690.0,38,62
359,3754.928298252788,64.92829825278794,3690.0,38,62
360,3754.928298252788,64.92829825278794,3690.0,38,62
361,3754.928298252788,64.92829825278794,3690.0,38,62
362,3753.7796898648794,63.77968986487943,3690.0,38,62
363,3753.7796898648794,63.77968986487943,3690.0,38,62
364,3753.7796898648794,63.77968986487943,3690.0,38,62
365,3753.7796898648794,63.77968986487943,3690.0,38,62
366,3753.7796898648794,63.77968986487943,3690.0,38,62
367,3753.7796898648794,63.77968986487943,3690.0,38,62
368,3753.7796898648794,63.77968986487943,3690.0,38,62
369,3753.7796898648794,63.77968986487943,3690.0,38,62
370,3723.1499430844624,63.149943084462436,3660.0,38,62
371,3723.1499430844624,63.149943084462436,3660.0,38,62
372,3723.1499430844624,63.149943084462436,3660.0,38,62
373,3723.1499430844624,63.149943084462436,3660.0,38,62
374,3723.1499430844624,63.149943084462436,3660.0,38,62
375,3723.1499430844624,63.149943084462436,3660.0,38,62
376,3723.1499430844624,63.149943084462436,3660.0,38,62
377,3723.1499430844624,63.149943084462436,3660.0,38,62
378,3723.1499430844624,63.149943084462436,3660.0,38,62
379,3723.1499430844624,63.149943084462436,3660.0,38,62
380,3723.1499430844624,63.149943084462436,3660.0,38,62
381,3723.1499430844624,63.149943084462436,3660.0,38,62
382,3723.1499430844624,63.149943084462436,3660.0,38,62
383,3751.874675470002,61.87467547000192,3690.0,38,62
384,3751.874675470002,61.87467547000192,3690.0,38,62
385,3751.874675470002,61.87467547000192,3690.0,38,62
386,3751.874675470002,61.87467547000192,3690.0,38,62
387,3751.700601963795,61.70060196379518,3690.0,38,62
388,3751.700601963795,61.70060196379518,3690.0,38,62
389,3751.700601963795,61.70060196379518,3690.0,38,62
390,3751.700601963795,61.70060196379518,3690.0,38,62
391,3751.700601963795,61.70060196379518,3690.0,38,62
392,3751.700601963795,61.70060196379518,3690.0,38,62
393,3751.700601963795,61.70060196379518,3690.0,38,62
394,3751.700601963795,61.70060196379518,3690.0,38,62
395,3751.700601963795,61.70060196379518,3690.0,38,62
396,3751.700601963795,61.70060196379518,3690.0,38,62
397,3751.700601963795,61.70060196379518,3690.0,38,62
398,3751.700601963795,61.70060196379518,3690.0,38,62
399,3751.700601963795,61.70060196379518,3690.0,38,62
400,3751.3688488637304,61.36884886373041,3690.0,38,62
401,3751.3688488637304,61.36884886373041,3690.0,38,62
402,3751.3688488637304,61.36884886373041,3690.0,38,62
403,3751.3688488637304,61.36884886373041,3690.0,38,62
404,3751.3688488637304,61.36884886373041,3690.0,38,62
405,3751.3688488637304,61.36884886373041,3690.0,38,62
406,3751.3688488637304,61.36884886373041,3690.0,38,62
407,3751.3688488637304,61.36884886373041,3690.0,38,62
408,3751.3688488637304,61.36884886373041,3690.0,38,62
409,3751.3688488637304,61.36884886373041,3690.0,38,62
410,3780.191803634075,60.19180363407485,3720.0,38,62
411,3780.191803634075,60.19180363407485,3720.0,38,62
412,3780.191803634075,60.19180363407485,3720.0,38,62
413,3780.191803634075,60.19180363407485,3720.0,38,62
414,3780.191803634075,60.19180363407485,3720.0,38,62
415,3779.464509116922,59.464509116921995,3720.0,38,62
416,3779.464509116922,59.464509116921995,3720.0,38,62
417,3779.464509116922,59.464509116921995,3720.0,38,62
418,3779.464509116922,59.464509116921995,3720.0,38,62
419,3779.464509116922,59.464509116921995,3720.0,38,62
420,3779.2836949400516,59.28369494005153,3720.0,38,62
421,3779.2836949400516,59.28369494005153,3720.0,38,62
422,3779.2836949400516,59.28369494005153,3720.0,38,62
423,3779.2836949400516,59.28369494005153,3720.0,38,62
424,3779.2836949400516,59.28369494005153,3720.0,38,62
425,3779.2836949400516,59.28369494005153,3720.0,38,62
426,3779.2836949400516,59.28369494005153,3720.0,38,62
427,3779.2836949400516,59.28369494005153,3720.0,38,62
428,3779.2836949400516,59.28369494005153,3720.0,38,62
429,3779.2836949400516,59.28369494005153,3720.0,38,62
430,3779.2836949400516,59.28369494005153,3720.0,38,62
431,3779.2836949400516,59.28369494005153,3720.0,38,62
432,3808.9241249570573,58.92412495705747,3750.0,38,62
433,3808.9241249570573,58.92412495705747,3750.0,38,62
434,3808.9241249570573,58.92412495705747,3750.0,38,62
435,3808.9241249570573,58.92412495705747,3750.0,38,62
436,3808.4361364441684,58.43613644416823,3750.0,38,62
437,3808.4361364441684,58.43613644416823,3750.0,38,62
438,3808.4361364441684,58.43613644416823,3750.0,38,62
439,3808.4361364441684,58.43613644416823,3750.0,38,62
440,3808.4361364441684,58.43613644416823,3750.0,38,62
441,3808.4361364441684,58.43613644416823,3750.0,38,62
442,3808.4361364441684,58.43613644416823,3750.0,38,62
443,3808.4361364441684,58.43613644416823,3750.0,38,62
444,3808.4361364441684,58.43613644416823,3750.0,38,62
445,3808.4361364441684,58.43613644416823,3750.0,38,62
446,3808.4361364441684,58.43613644416823,3750.0,38,62
447,3807.8100357110006,57.810035711000594,3750.0,38,62
448,3807.8100357110006,57.810035711000594,3750.0,38,62
449,3807.8100357110006,57.810035711000594,3750.0,38,62
450,3807.8100357110006,57.810035711000594,3750.0,38,62
451,3807.8100357110006,57.810035711000594,3750.0,38,62
452,3837.536144902047,57.53614490204717,3780.0,38,62
453,3837.536144902047,57.53614490204717,3780.0,38,62
454,3837.536144902047,57.53614490204717,3780.0,38,62
455,3837.536144902047,57.53614490204717,3780.0,38,62
456,3837.536144902047,57.53614490204717,3780.0,38,62
457,3837.536144902047,57.53614490204717,3780.0,38,62
458,3837.536144902047,57.53614490204717,3780.0,38,62
459,3837.536144902047,57.53614490204717,3780.0,38,62
460,3837.536144902047,57.53614490204717,3780.0,38,62
461,3837.536144902047,57.53614490204717,3780.0,38,62
462,3837.536144902047,57.53614490204717,3780.0,38,62
463,3837.536144902047,57.53614490204717,3780.0,38,62
464,3837.536144902047,57.53614490204717,3780.0,38,62
465,3837.536144902047,57.53614490204717,3780.0,38,62
466,3837.536144902047,57.53614490204717,3780.0,38,62
467,3837.536144902047,57.53614490204717,3780.0,38,62
468,3837.536144902047,57.53614490204717,3780.0,38,62
469,3837.536144902047,57.53614490204717,3780.0,38,62
470,3837.536144902047,57.53614490204717,3780.0,38,62
471,3837.536144902047,57.53614490204717,3780.0,38,62
472,3837.536144902047,57.53614490204717,3780.0,38,62
473,3837.536144902047,57.53614490204717,3780.0,38,62
474,3837.536144902047,57.53614490204717,3780.0,38,62
475,3837.536144902047,57.53614490204717,3780.0,38,62
476,3837.536144902047,57.53614490204717,3780.0,38,62
477,3837.536144902047,57.53614490204717,3780.0,38,62
478,3837.536144902047,57.53614490204717,3780.0,38,62
479,3837.536144902047,57.53614490204717,3780.0,38,62
480,3837.536144902047,57.53614490204717,3780.0,38,62
481,3837.536144902047,57.53614490204717,3780.0,38,62
482,3837.536144902047,57.53614490204717,3780.0,38,62
483,3837.536144902047,57.53614490204717,3780.0,38,62
484,3837.536144902047,57.53614490204717,3780.0,38,62
485,3837.536144902047,57.53614490204717,3780.0,38,62
486,3806.7348104432,56.73481044319989,3750.0,38,62
487,3806.7348104432,56.73481044319989,3750.0,38,62
488,3806.7348104432,56.73481044319989,3750.0,38,62
489,3806.7348104432,56.73481044319989,3750.0,38,62
490,3806.7348104432,56.73481044319989,3750.0,38,62
491,3806.7348104432,56.73481044319989,3750.0,38,62
492,3806.7348104432,56.73481044319989,3750.0,38,62
493,3806.7348104432,56.73481044319989,3750.0,38,62
494,3806.7348104432,56.73481044319989,3750.0,38,62
495,3806.7348104432,56.73481044319989,3750.0,38,62
496,3806.7348104432,56.73481044319989,3750.0,38,62
497,3836.474293419097,56.4742934190972,3780.0,38,62
498,3836.474293419097,56.4742934190972,3780.0,38,62
499,3836.474293419097,56.4742934190972,3780.0,38,62
500,3836.474293419097,56.4742934190972,3780.0,38,62
