epoch,best_total_time,best_total_travel_time,best_total_care_time,best_assigned_clients,best_unassigned_clients,day_key,day_name
1,1467.3487827851973,57.34878278519741,1410.0,12,81,thursday,Thursday
2,1467.3487827851973,57.34878278519741,1410.0,12,81,thursday,Thursday
3,1437.2223046962629,57.222304696262846,1380.0,12,81,thursday,Thursday
4,1573.7050939594048,73.7050939594047,1500.0,13,80,thursday,Thursday
5,1490.9111435043694,50.9111435043693,1440.0,13,80,thursday,Thursday
6,1490.9111435043694,50.9111435043693,1440.0,13,80,thursday,Thursday
7,1490.9111435043694,50.9111435043693,1440.0,13,80,thursday,Thursday
8,1487.849925423715,47.849925423714915,1440.0,13,80,thursday,Thursday
9,1496.9534781689474,56.95347816894736,1440.0,14,79,thursday,Thursday
10,1496.9534781689474,56.95347816894736,1440.0,14,79,thursday,Thursday
11,1491.9127608634722,51.912760863472165,1440.0,14,79,thursday,Thursday
12,1487.6361437628593,47.63614376285941,1440.0,14,79,thursday,Thursday
13,1457.0220689835903,47.022068983590394,1410.0,14,79,thursday,Thursday
14,1457.0220689835903,47.022068983590394,1410.0,14,79,thursday,Thursday
15,1541.9046952872548,41.90469528725484,1500.0,14,79,thursday,Thursday
16,1537.4862891307537,67.48628913075366,1470.0,15,78,thursday,Thursday
17,1517.0220689835903,47.022068983590394,1470.0,15,78,thursday,Thursday
18,1517.0220689835903,47.022068983590394,1470.0,15,78,thursday,Thursday
19,1517.0220689835903,47.022068983590394,1470.0,15,78,thursday,Thursday
20,1541.026282304282,41.02628230428205,1500.0,15,78,thursday,Thursday
21,1541.026282304282,41.02628230428205,1500.0,15,78,thursday,Thursday
22,1541.026282304282,41.02628230428205,1500.0,15,78,thursday,Thursday
23,1479.5824221588846,39.58242215888468,1440.0,15,78,thursday,Thursday
24,1479.5824221588846,39.58242215888468,1440.0,15,78,thursday,Thursday
25,1478.906058442394,38.906058442393864,1440.0,15,78,thursday,Thursday
26,1478.906058442394,38.906058442393864,1440.0,15,78,thursday,Thursday
27,1579.4735633811426,49.47356338114265,1530.0,16,77,thursday,Thursday
28,1579.4735633811426,49.47356338114265,1530.0,16,77,thursday,Thursday
29,1579.4735633811426,49.47356338114265,1530.0,16,77,thursday,Thursday
30,1577.52439535469,47.52439535468982,1530.0,16,77,thursday,Thursday
31,1516.8628369499547,46.86283694995463,1470.0,16,77,thursday,Thursday
32,1516.8628369499547,46.86283694995463,1470.0,16,77,thursday,Thursday
33,1571.9299049822698,41.92990498226994,1530.0,16,77,thursday,Thursday
34,1552.972253803463,52.97225380346297,1500.0,17,76,thursday,Thursday
35,1552.972253803463,52.97225380346297,1500.0,17,76,thursday,Thursday
36,1552.972253803463,52.97225380346297,1500.0,17,76,thursday,Thursday
37,1550.5591062433546,50.55910624335459,1500.0,17,76,thursday,Thursday
38,1550.5591062433546,50.55910624335459,1500.0,17,76,thursday,Thursday
39,1550.5591062433546,50.55910624335459,1500.0,17,76,thursday,Thursday
40,1550.5591062433546,50.55910624335459,1500.0,17,76,thursday,Thursday
41,1550.1237448306524,50.12374483065228,1500.0,17,76,thursday,Thursday
42,1549.539249029874,49.539249029874114,1500.0,17,76,thursday,Thursday
43,1549.539249029874,49.539249029874114,1500.0,17,76,thursday,Thursday
44,1547.8274999951564,47.827499995156245,1500.0,17,76,thursday,Thursday
45,1547.8274999951564,47.827499995156245,1500.0,17,76,thursday,Thursday
46,1547.8274999951564,47.827499995156245,1500.0,17,76,thursday,Thursday
47,1547.8274999951564,47.827499995156245,1500.0,17,76,thursday,Thursday
48,1544.2295337776466,44.22953377764662,1500.0,17,76,thursday,Thursday
49,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
50,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
51,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
52,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
53,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
54,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
55,1543.0134153524814,43.013415352481495,1500.0,17,76,thursday,Thursday
56,1542.1166162412833,42.11661624128331,1500.0,17,76,thursday,Thursday
57,1542.1166162412833,42.11661624128331,1500.0,17,76,thursday,Thursday
58,1542.1166162412833,42.11661624128331,1500.0,17,76,thursday,Thursday
59,1542.1166162412833,42.11661624128331,1500.0,17,76,thursday,Thursday
60,1542.1166162412833,42.11661624128331,1500.0,17,76,thursday,Thursday
61,1542.1166162412833,42.11661624128331,1500.0,17,76,thursday,Thursday
62,1511.6489204225518,41.64892042255184,1470.0,17,76,thursday,Thursday
63,1511.6489204225518,41.64892042255184,1470.0,17,76,thursday,Thursday
64,1511.6489204225518,41.64892042255184,1470.0,17,76,thursday,Thursday
65,1511.6489204225518,41.64892042255184,1470.0,17,76,thursday,Thursday
66,1511.195331272016,41.195331272015885,1470.0,17,76,thursday,Thursday
67,1511.195331272016,41.195331272015885,1470.0,17,76,thursday,Thursday
68,1511.195331272016,41.195331272015885,1470.0,17,76,thursday,Thursday
69,1537.5184583098915,37.518458309891436,1500.0,17,76,thursday,Thursday
70,1537.5184583098915,37.518458309891436,1500.0,17,76,thursday,Thursday
71,1537.5184583098915,37.518458309891436,1500.0,17,76,thursday,Thursday
72,1566.7780104796054,36.778010479605385,1530.0,17,76,thursday,Thursday
73,1534.2020671476398,34.202067147639816,1500.0,17,76,thursday,Thursday
74,1534.2020671476398,34.202067147639816,1500.0,17,76,thursday,Thursday
75,1534.2020671476398,34.202067147639816,1500.0,17,76,thursday,Thursday
76,1534.2020671476398,34.202067147639816,1500.0,17,76,thursday,Thursday
77,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
78,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
79,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
80,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
81,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
82,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
83,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
84,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
85,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
86,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
87,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
88,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
89,1532.6393664215195,32.639366421519505,1500.0,17,76,thursday,Thursday
90,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
91,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
92,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
93,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
94,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
95,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
96,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
97,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
98,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
99,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
100,1532.3364062680876,32.33640626808768,1500.0,17,76,thursday,Thursday
