epoch,best_total_time,best_total_travel_time,best_total_care_time,best_assigned_clients,best_unassigned_clients,day_key,day_name
56,2228.0092388819744,68.00923888197438,2160.0,24,62,monday,Monday
57,2228.0092388819744,68.00923888197438,2160.0,24,62,monday,Monday
58,2228.0092388819744,68.00923888197438,2160.0,24,62,monday,Monday
59,2285.993919997097,65.99391999709667,2220.0,24,62,monday,Monday
60,2285.993919997097,65.99391999709667,2220.0,24,62,monday,Monday
61,2285.993919997097,65.99391999709667,2220.0,24,62,monday,Monday
62,2285.993919997097,65.99391999709667,2220.0,24,62,monday,Monday
63,2254.7836559037714,64.78365590377146,2190.0,24,62,monday,Monday
64,2284.2248671497864,64.22486714978642,2220.0,24,62,monday,Monday
65,2284.2248671497864,64.22486714978642,2220.0,24,62,monday,Monday
66,2283.496113191099,63.496113191099205,2220.0,24,62,monday,Monday
67,2281.8486500928643,61.84865009286413,2220.0,24,62,monday,Monday
68,2281.8486500928643,61.84865009286413,2220.0,24,62,monday,Monday
69,2309.204003972437,59.204003972436944,2250.0,24,62,monday,Monday
70,2309.204003972437,59.204003972436944,2250.0,24,62,monday,Monday
71,2309.204003972437,59.204003972436944,2250.0,24,62,monday,Monday
72,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
73,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
74,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
75,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
76,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
77,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
78,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
79,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
80,2307.1283696457876,57.1283696457878,2250.0,24,62,monday,Monday
81,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
82,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
83,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
84,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
85,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
86,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
87,2306.242565189361,56.24256518936104,2250.0,24,62,monday,Monday
88,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
89,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
90,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
