population_index,total_time,total_travel_time,total_care_time,assigned_clients,unassigned_clients,day_key,day_name
93,2075.2564983261414,65.2564983261412,2010.0,21,65,monday,Monday
94,2075.2564983261414,65.2564983261412,2010.0,21,65,monday,Monday
97,2075.2564983261414,65.2564983261412,2010.0,21,65,monday,Monday
98,2075.2564983261414,65.2564983261412,2010.0,21,65,monday,Monday
61,2136.158440025769,66.15844002576905,2070.0,21,65,monday,Monday
63,2136.158440025769,66.15844002576905,2070.0,21,65,monday,Monday
92,2077.397772516074,67.39777251607407,2010.0,21,65,monday,Monday
96,2107.94916833196,67.94916833196027,2040.0,21,65,monday,Monday
75,2109.211220087029,69.21122008702888,2040.0,21,65,monday,Monday
70,2170.0011286536583,70.00112865365817,2100.0,21,65,monday,Monday
34,2201.7260520065342,71.72605200653427,2130.0,21,65,monday,Monday
21,2144.119171991876,74.11917199187592,2070.0,21,65,monday,Monday
28,2144.119171991876,74.11917199187592,2070.0,21,65,monday,Monday
38,2025.2437704202266,75.24377042022661,1950.0,21,65,monday,Monday
30,2176.254254295537,76.25425429553698,2100.0,21,65,monday,Monday
12,2057.2397873809173,77.23978738091722,1980.0,21,65,monday,Monday
66,2240.9209467248106,80.92094672481062,2160.0,21,65,monday,Monday
51,2181.179133869951,81.17913386995092,2100.0,21,65,monday,Monday
58,2181.179133869951,81.17913386995092,2100.0,21,65,monday,Monday
59,2181.179133869951,81.17913386995092,2100.0,21,65,monday,Monday
52,2151.233089862394,81.23308986239417,2070.0,21,65,monday,Monday
22,2122.008051872284,82.0080518722841,2040.0,21,65,monday,Monday
64,2242.5754374853564,82.57543748535629,2160.0,21,65,monday,Monday
57,2182.748291783977,82.74829178397715,2100.0,21,65,monday,Monday
53,2153.9532576091506,83.95325760915078,2070.0,21,65,monday,Monday
54,2214.6231868511363,84.62318685113637,2130.0,21,65,monday,Monday
4,2096.0548062494777,86.05480624947783,2010.0,21,65,monday,Monday
74,2096.272135987247,86.27213598724694,2010.0,21,65,monday,Monday
65,2066.4381473901767,86.43814739017674,1980.0,21,65,monday,Monday
26,2189.4844490297482,89.48444902974818,2100.0,21,65,monday,Monday
69,2159.814650897654,89.81465089765376,2070.0,21,65,monday,Monday
60,2280.7224878720276,90.72248787202783,2190.0,21,65,monday,Monday
95,2160.8642846632333,90.8642846632333,2070.0,21,65,monday,Monday
27,2283.2079037311723,93.20790373117228,2190.0,21,65,monday,Monday
56,2208.47112867114,108.47112867114002,2100.0,21,65,monday,Monday
62,2079.576989426262,69.5769894262619,2010.0,20,66,monday,Monday
32,2117.2938619765177,77.2938619765176,2040.0,20,66,monday,Monday
46,2098.2971862033937,88.29718620339366,2010.0,20,66,monday,Monday
41,2104.1958149702673,94.19581497026749,2010.0,20,66,monday,Monday
42,2104.1958149702673,94.19581497026749,2010.0,20,66,monday,Monday
43,2104.1958149702673,94.19581497026749,2010.0,20,66,monday,Monday
44,2104.1958149702673,94.19581497026749,2010.0,20,66,monday,Monday
45,2104.1958149702673,94.19581497026749,2010.0,20,66,monday,Monday
47,2104.1958149702673,94.19581497026749,2010.0,20,66,monday,Monday
49,2083.7485483934547,103.74854839345466,1980.0,20,66,monday,Monday
48,2175.152236776438,105.15223677643772,2070.0,20,66,monday,Monday
7,2093.5849820148824,113.58498201488241,1980.0,20,66,monday,Monday
99,2070.972931876385,120.97293187638459,1950.0,20,66,monday,Monday
16,2074.7595359136762,124.75953591367619,1950.0,20,66,monday,Monday
89,2109.6592325779816,129.65923257798147,1980.0,20,66,monday,Monday
33,2109.8345114682083,129.83451146820815,1980.0,20,66,monday,Monday
9,2050.8109379602984,130.81093796029853,1920.0,20,66,monday,Monday
25,2039.241296632807,59.24129663280703,1980.0,19,67,monday,Monday
67,2097.1172128838652,117.11721288386535,1980.0,19,67,monday,Monday
55,2133.2436016732145,123.24360167321429,2010.0,19,67,monday,Monday
68,2106.802954451746,126.8029544517456,1980.0,19,67,monday,Monday
50,1939.9048265479883,79.90482654798822,1860.0,18,68,monday,Monday
29,1926.246033221998,96.246033221998,1830.0,18,68,monday,Monday
24,2042.5675331008338,122.56753310083376,1920.0,18,68,monday,Monday
20,1891.2468299313632,121.24682993136318,1770.0,17,69,monday,Monday
35,1774.5195907154655,94.51959071546551,1680.0,16,70,monday,Monday
